"Период","Сумма","Код раздела и подраздела полностью","Название подраздела","Тип","КБК","Комментарий","Код раздела","Наименование ГРБС","Код подраздела","Название раздела","Название вида расходов","ДокВерсия","Регион","Дата изменения","Код ГРБС","Название целевой статьи расходов","id","Уровень","Код целевой статьи расходов","Версия","Стадия","Код вида расходов"
"2014","500000.00","0503","Благоустройство","E","94205036000302240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация работ по компенсационному озеленению","83","M","6000302","final","EN","240"
"2014","500000.00","0503","Благоустройство","E","94205036000302244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация работ по компенсационному озеленению","84","M","6000302","final","EN","244"
"2014","500000.00","0503","Благоустройство","E","94205036000304200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Иные закупки товаров, работ и услуг для муниципальных нужд","85","M","6000304","final","EN","200"
"2014","500000.00","0503","Благоустройство","E","94205036000304240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Иные закупки товаров, работ и услуг для муниципальных нужд","86","M","6000304","final","EN","240"
"2014","500000.00","0503","Благоустройство","E","94205036000304244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Иные закупки товаров, работ и услуг для муниципальных нужд","87","M","6000304","final","EN","244"
"2014","7889100.00","0503","Благоустройство","E","94205036000401200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Создание зон отдыха, в том числе обустройство, содержание и уборка территорий детских площадок","88","M","6000401","final","EN","200"
"2014","7889100.00","0503","Благоустройство","E","94205036000401240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Создание зон отдыха, в том числе обустройство, содержание и уборка территорий детских площадок","89","M","6000401","final","EN","240"
"2014","7889100.00","0503","Благоустройство","E","94205036000401244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Создание зон отдыха, в том числе обустройство, содержание и уборка территорий детских площадок","90","M","6000401","final","EN","244"
"2014","2313000.00","0503","Благоустройство","E","94205036000402200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Обустройство, содержание и уборка спортивных площадок","91","M","6000402","final","EN","200"
"2014","2313000.00","0503","Благоустройство","E","94205036000402240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Обустройство, содержание и уборка спортивных площадок","92","M","6000402","final","EN","240"
"2014","2313000.00","0503","Благоустройство","E","94205036000402244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Обустройство, содержание и уборка спортивных площадок","93","M","6000402","final","EN","244"
"2014","425500.00","0503","Благоустройство","E","94205037950100200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","94","M","7950100","final","EN","200"
"2014","425500.00","0503","Благоустройство","E","94205037950100240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","95","M","7950100","final","EN","240"
"2014","425500.00","0503","Благоустройство","E","94205037950100244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","96","M","7950100","final","EN","244"
"2014","42300.00","0705","Профессиональная подготовка, переподготовка и повышение квалификации","E","94207054280100200",,"07","Местная администрация мо горелово","05","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Расходы на подготовку, переподготовку и повышение квалификации выборных должностных лиц местного самоуправления, депутатов представительного органа местного самоуправления, а также муниципальных служащих и работников муниципальных учреждений","97","M","4280100","final","EN","200"
"2014","42300.00","0705","Профессиональная подготовка, переподготовка и повышение квалификации","E","94207054280100240",,"07","Местная администрация мо горелово","05","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на подготовку, переподготовку и повышение квалификации выборных должностных лиц местного самоуправления, депутатов представительного органа местного самоуправления, а также муниципальных служащих и работников муниципальных учреждений","98","M","4280100","final","EN","240"
"2014","42300.00","0705","Профессиональная подготовка, переподготовка и повышение квалификации","E","94207054280100244",,"07","Местная администрация мо горелово","05","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на подготовку, переподготовку и повышение квалификации выборных должностных лиц местного самоуправления, депутатов представительного органа местного самоуправления, а также муниципальных служащих и работников муниципальных учреждений","99","M","4280100","final","EN","244"
"2014","160000.00","0707","Молодежная политика и оздоровление детей","E","94207074310100200",,"07","Местная администрация мо горелово","07","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Проведение мероприятий по военно-патриотическому воспитанию молодежи на территории муниципального образования","100","M","4310100","final","EN","200"
"2014","160000.00","0707","Молодежная политика и оздоровление детей","E","94207074310100240",,"07","Местная администрация мо горелово","07","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Проведение мероприятий по военно-патриотическому воспитанию молодежи на территории муниципального образования","101","M","4310100","final","EN","240"
"2014","160000.00","0707","Молодежная политика и оздоровление детей","E","94207074310100244",,"07","Местная администрация мо горелово","07","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Проведение мероприятий по военно-патриотическому воспитанию молодежи на территории муниципального образования","102","M","4310100","final","EN","244"
"2014","166500.00","0707","Молодежная политика и оздоровление детей","E","94207074400101200",,"07","Местная администрация мо горелово","07","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","103","M","4400101","final","EN","200"
"2014","166500.00","0707","Молодежная политика и оздоровление детей","E","94207074400101240",,"07","Местная администрация мо горелово","07","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","104","M","4400101","final","EN","240"
"2014","166500.00","0707","Молодежная политика и оздоровление детей","E","94207074400101244",,"07","Местная администрация мо горелово","07","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","105","M","4400101","final","EN","244"
"2014","60000.00","0709","Другие вопросы в области образования","E","94207097950100200",,"07","Местная администрация мо горелово","09","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","106","M","7950100","final","EN","200"
"2014","60000.00","0709","Другие вопросы в области образования","E","94207097950100240",,"07","Местная администрация мо горелово","09","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","107","M","7950100","final","EN","240"
"2014","60000.00","0709","Другие вопросы в области образования","E","94207097950100244",,"07","Местная администрация мо горелово","09","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","108","M","7950100","final","EN","244"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950200200",,"07","Местная администрация мо горелово","09","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","109","M","7950200","final","EN","200"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950200240",,"07","Местная администрация мо горелово","09","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","110","M","7950200","final","EN","240"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950200244",,"07","Местная администрация мо горелово","09","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","111","M","7950200","final","EN","244"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950500200",,"07","Местная администрация мо горелово","09","Образование","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","112","M","7950500","final","EN","200"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950500240",,"07","Местная администрация мо горелово","09","Образование","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","113","M","7950500","final","EN","240"
"2014","90000.00","0709","Другие вопросы в области образования","E","94207097950500244",,"07","Местная администрация мо горелово","09","Образование","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","114","M","7950500","final","EN","244"
"2014","1965100.00","0801","Культура","E","94208014400100200",,"08","Местная администрация мо горелово","01","Культура, кинематография","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Организация местных и участие в организации и проведении городских  праздничных и иных зрелищных мероприятий","115","M","4400100","final","EN","200"
"2014","1965100.00","0801","Культура","E","94208014400100240",,"08","Местная администрация мо горелово","01","Культура, кинематография","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация местных и участие в организации и проведении городских  праздничных и иных зрелищных мероприятий","116","M","4400100","final","EN","240"
"2014","1965100.00","0801","Культура","E","94208014400100244",,"08","Местная администрация мо горелово","01","Культура, кинематография","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация местных и участие в организации и проведении городских  праздничных и иных зрелищных мероприятий","117","M","4400100","final","EN","244"
"2014","320000.00","0801","Культура","E","94208014400101200",,"08","Местная администрация мо горелово","01","Культура, кинематография","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","118","M","4400101","final","EN","200"
"2014","320000.00","0801","Культура","E","94208014400101240",,"08","Местная администрация мо горелово","01","Культура, кинематография","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","119","M","4400101","final","EN","240"
"2014","320000.00","0801","Культура","E","94208014400101244",,"08","Местная администрация мо горелово","01","Культура, кинематография","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация и проведение досуговых мероприятий для жителей муниципального образования","120","M","4400101","final","EN","244"
"2014","489900.00","1003","Социальное обеспечение населения","E","94210035050100300",,"10","Местная администрация мо горелово","03","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","942","Расходы на предоставление доплат к пенсии лицам, замещавшим муниципальные должности и должности муниципальной службы","121","M","5050100","final","EN","300"
"2014","489900.00","1003","Социальное обеспечение населения","E","94210035050100310",,"10","Местная администрация мо горелово","03","Социальная политика","Публичные нормативные социальные выплаты гражданам","1",,"2015","942","Расходы на предоставление доплат к пенсии лицам, замещавшим муниципальные должности и должности муниципальной службы","122","M","5050100","final","EN","310"
"2014","489900.00","1003","Социальное обеспечение населения","E","94210035050100312",,"10","Местная администрация мо горелово","03","Социальная политика","Иные пенсии, социальные доплаты к пенсиям","1",,"2015","942","Расходы на предоставление доплат к пенсии лицам, замещавшим муниципальные должности и должности муниципальной службы","123","M","5050100","final","EN","312"
"2014","1259200.00","1004","Охрана семьи и детства","E","94210040028002100",,"10","Местная администрация мо горелово","04","Социальная политика","Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","124","M","0028002","final","EN","100"
"2014","1259200.00","1004","Охрана семьи и детства","E","94210040028002120",,"10","Местная администрация мо горелово","04","Социальная политика","Расходы на выплаты персоналу государственных (муниципальных) органов","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","125","M","0028002","final","EN","120"
"2014","1258600.00","1004","Охрана семьи и детства","E","94210040028002121",,"10","Местная администрация мо горелово","04","Социальная политика","Фонд оплаты труда государственных (муниципальных) органов и взносы по обязательному социальному страхованию","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","126","M","0028002","final","EN","121"
"2014","600.00","1004","Охрана семьи и детства","E","94210040028002122",,"10","Местная администрация мо горелово","04","Социальная политика","Иные выплаты персоналу, за исключением фонда оплаты труда","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","127","M","0028002","final","EN","122"
"2014","96200.00","1004","Охрана семьи и детства","E","94210040028002200",,"10","Местная администрация мо горелово","04","Социальная политика","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","128","M","0028002","final","EN","200"
"2014","96200.00","1004","Охрана семьи и детства","E","94210040028002240",,"10","Местная администрация мо горелово","04","Социальная политика","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","129","M","0028002","final","EN","240"
"2014","96200.00","1004","Охрана семьи и детства","E","94210040028002244",,"10","Местная администрация мо горелово","04","Социальная политика","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по организации и осуществлению деятельности по опеке и попечительству","130","M","0028002","final","EN","244"
"2014","2729900.00","1004","Охрана семьи и детства","E","94210045118003300",,"10","Местная администрация мо горелово","04","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате денежных средств на содержание ребенка в семье опекуна и приемной семье","131","M","5118003","final","EN","300"
"2014","2729900.00","1004","Охрана семьи и детства","E","94210045118003310",,"10","Местная администрация мо горелово","04","Социальная политика","Публичные нормативные социальные выплаты гражданам","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате денежных средств на содержание ребенка в семье опекуна и приемной семье","132","M","5118003","final","EN","310"
"2014","2729900.00","1004","Охрана семьи и детства","E","94210045118003313",,"10","Местная администрация мо горелово","04","Социальная политика","Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате денежных средств на содержание ребенка в семье опекуна и приемной семье","133","M","5118003","final","EN","313"
"2014","543400.00","1004","Охрана семьи и детства","E","94210045118004300",,"10","Местная администрация мо горелово","04","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате  денежных средств на вознаграждение приемным родителям","134","M","5118004","final","EN","300"
"2014","543400.00","1004","Охрана семьи и детства","E","94210045118004310",,"10","Местная администрация мо горелово","04","Социальная политика","Публичные нормативные социальные выплаты гражданам","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате  денежных средств на вознаграждение приемным родителям","135","M","5118004","final","EN","310"
"2014","543400.00","1004","Охрана семьи и детства","E","94210045118004313",,"10","Местная администрация мо горелово","04","Социальная политика","Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам","1",,"2015","942","Расходы на исполнение государственных полномочий по выплате  денежных средств на вознаграждение приемным родителям","136","M","5118004","final","EN","313"
"2014","600000.00","1202","Периодическая печать и издательства","E","94212024570100200",,"12","Местная администрация мо горелово","02","Средства  массовой информации","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Периодические издания, учрежденные представительными органами местного самоуправления","137","M","4570100","final","EN","200"
"2014","600000.00","1202","Периодическая печать и издательства","E","94212024570100240",,"12","Местная администрация мо горелово","02","Средства  массовой информации","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Периодические издания, учрежденные представительными органами местного самоуправления","138","M","4570100","final","EN","240"
"2014","600000.00","1202","Периодическая печать и издательства","E","94212024570100244",,"12","Местная администрация мо горелово","02","Средства  массовой информации","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Периодические издания, учрежденные представительными органами местного самоуправления","139","M","4570100","final","EN","244"
"2014","3076700.00","0107","Обеспечение проведения выборов и референдумов","E","98001070200101200",,"01","Избирательная комиссия мо горелово","07","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","980","Проведение выборов в представительные органы муниципального образования","140","M","0200101","final","EN","200"
"2014","3076700.00","0107","Обеспечение проведения выборов и референдумов","E","98001070200101240",,"01","Избирательная комиссия мо горелово","07","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","980","Проведение выборов в представительные органы муниципального образования","141","M","0200101","final","EN","240"
"2014","3076700.00","0107","Обеспечение проведения выборов и референдумов","E","98001070200101244",,"01","Избирательная комиссия мо горелово","07","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","980","Проведение выборов в представительные органы муниципального образования","142","M","0200101","final","EN","244"
